	text	prediction
1811	@USER @USER So we should be denouncing Democrats &amp; their ANTIFA Thugs? Done &amp; Done!!!	0
1812	On line with@LilKim she giving it up don diva	0
1813	Awkwardly sitting on the motorcycle while Rick goes In a store	0
1814	@USER @USER What an incredibly odd little man he is.	1
1815	I have to get out of my dorm my roommate watches AHS. What a chick	1
1816	Getting my hopes up cause my phone was ringing but of course it wasn't the right person	0
1817	@USER totally forgot im not the only thai here \ud83d\ude48\ud83d\ude4a	0
1818	@USER @USER and you and you	0
1819	@USER meet me there at five. Not even kidding.	0
1820	@USER for months man still have barely moved today	0
1821	I haven't heard ur voice all day!!!!! Ahhhh	0
1822	Your biggest opponent is yourself	0
1823	Some people are toxic. Only you can decide what you keep around and what you let go. #ChooseWisely	0
1824	"#stcshooting To the kneejerk people crying for gun control"" after this shooting. We already HAVE very restrictive gun control. You just want a ban. It's a pity no one has politely explained to these criminals that they are supposed to obey the law."""	0
1825	It's sinking in	0
1826	@USER @USER He was a drunk driver that wrecked and injured a person then fled the scene of the crime! Hit and run.. should fit right in with leftists socialists antifa democrats!	1
1827	I think it's freezing outside	0
1828	@USER What’s shocked me is that they consider themselves seculars !!!! Liberals !!! Those kind of yoga vegan freaks ! But when it’s about occupation they shift to something els ! URL	1
1829	@USER Degenerative behavior creeps onto our sovereignty and justice system	0
1830	@USER red is better	0
1831	@USER He wants to be the senator of North Mexico.	0
1832	@USER 61 yards	0
1833	the most annoying thing is coming home from a damn game and there's no dinner made .	1
1834	@USER 5 for sure	0
1835	This is great	0
1836	Can't guard Withey.	0
1837	"@USER More and more Conservatives are turning their back on @USER because of his abuse of power."" #onpoli #pcpo #ondp #topoli #Toronto #TOcouncil"""	0
1838	@USER yes, it'll be my 2nd time	0
1839	@USER @USER Same rat that said antifa was a Black organization	0
1840	Bitches fight for a spot in a nigga life \ main bitch,side bitch\ but It's whoever convenient at the moment! Don't let a nigga fool you\ud83d\ude29..	1
1841	@USER @USER yes we do	0
1842	Last test of the week tomorrow.. Thank you Jesus	0
1843	Felicidades y bendiciones de Dios @USER	0
1844	@USER Calling b s	0
1845	Bey let these niggas know..	1
1846	@USER this is rei from evangelion concept/design by @USER 😭😍	0
1847	@USER what's wrong??	0
1848	Work day is flyin by oh ya	0
1849	@USER @USER thanks girl miss you	0
1850	@USER Stop trying  to make Brandon what he is not and run him. Put in some trip option and sprint option stuff. RUN HIM!! Do some play action out of the option formations. Bring in Book for at least four series.	0
1851	\u201c@ComedyPosts: making weird faces in pictures because it's better to look ugly on purpose\u201d this is my life hold on tighhhhht	0
1852	@USER Self defence is justified but that is not what Antifa does is it!!!	0
1853	@USER Bilotta works in oob!	0
1854	Someone buy me a taxi please	0
1855	My friends are the reason I smile everyday. Thank you for being in my life, every one of you \ud83d\udc95	0
1856	Holy humid hotness	0
1857	17-0	0
1858	This shit is permanent.	1
1859	@USER : back the fuck up , or get smacked the fuck up! lol .	1
1860	@USER ugh \ud83d\ude29	0
1861	drinking and gambling on an ear infection	0
1862	@USER because Rodgers pulled a cutler	0
1863	@USER you're welcome \ud83d\ude18	0
1864	\u201c@I_Smoke__Rocks: @USER yeaaaaaaa! Iight playboy! Iight, Iight, Iight!\u201d&lt;-- smh	0
1865	@USER Oh well. You are a better man.	0
1866	@USER Does one bring the other? #Sex #War See Penthouse magazine in the 1980's.  Sex followed by guns.	0
1867	@USER was there any other homework?	0
1868	Wack a hoe!! @USER	1
1869	@USER I know. Just putting in my 2 cents	0
1870	@USER @USER Yes. That’s how the liberals do.	0
1871	@USER but that's the beauty of it all in the end\u261d	0
1872	@USER @USER You are seriously so despicable. How can you even look you kids in the eye...	1
1873	@USER  Mr. Woods....Please help if you will.  @USER has published an ANTIFA target list on his Twitter Account with names of high profile and other Trump supporters. I have reported this to Twitter. They have NOT suspended his account.	0
1874	President Trump to Hold MAGA Rally in Missouri This Week URL #donaldtrump #donaldtrumprallies #featured #springfield URL	0
1875	I hate driving to school, can someone just drive me and wait in my car until I'm ready to leave ?	0
1876	It's been a weird night.	0
1877	ere's a war on, you know #. . .\	0
1878	Never thought id complain about a class being canceled but 6 out of last 8 class periods have been..wtf how much did I pay to learn nothing?	0
1879	"@USER &gt;unfuckable""  where is the truth in this statement, all i see are lies"""	1
1880	@USER I'm back \ud83d\ude0a	0
1881	@USER yea it sucks!	1
1882	@USER bc I will be in Florida not secrets \ud83d\ude33\u270c	0
1883	Now that UK's season is over the cat fans can now focus all their attention on rooting for whoever #cardnation is playing. #nodistractions	0
1884	@USER she's so cute I love her	0
1885	Bitch I wi cut you.	1
1886	I miss having that \wake up and do anything for you at any time of the night\ type if person in my life.	0
1887	Feelin Kinda Great. \nI Feel like I could cure Disease Today.\n#Outstanding\n#EnjoyingLife	0
1888	"NOW I KNOW WE HAVE A LOT OF PEOPLE TO FEED, BUT THESE TWO? THESE ARE MINE! NOW GO BACK TO FEEDING PEOPLE, I'M STARVING! I HAVEN'T EATEN IN AT LEAST 40 MINUTES! YOU NEED A MAGA HAT!"" URL"	1
1889	@USER Ain uor kkkkk	0
1890	@USER where are you seeing Tuesday's game? I'll be in NYC for work and would like to catch the game with other outlaws	0
1891	I really honestly only want @USER to be president #thatsall	0
1892	@USER @USER dude isn't even a freshman yet. HA	0
1893	You fall asleep on me every night but, strangely, I don't mind it...	0
1894	@USER hahaha only me is probably right	0
1895	Coffee is the only thing that gets me through these classes	0
1896	It's either the right thing to do or it's a big mistake	0
1897	@USER @USER @USER @USER ☝️ this is why Conservatives and law abiding citizens don't come to the table about gun control. It not about lunatics like this guy that should no longer own weapons. Its about removing all guns slowly but surely from everyone regardless of who they are. URL	0
1898	Have to say good play manny. #broncos	0
1899	The residents here at work are seriously the cutest \ud83d\ude02\ud83d\ude0a	0
1900	@USER Was there any specific comment that brought up this point recently? And yes you are speakin da troof	0
1901	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Got you Joseph always happy to follow like minded Patriots 😀but pls follow back!	0
1902	@USER heyyyy where you at? I'm doing macro with steph	0
1903	I'll pay anyone $20 to do my essay for Donald	0
1904	I'm really pissed off. I told you ALL of my personal shit, you know everything about me and vice versa and you're dropping that for her?	1
1905	I mean that goes for anyone but especially people with cars that blend right into the fog.	0
1906	@USER same bro.	0
1907	@USER Brilliant idea! if only conservatives ran Netflix...	0
1908	@USER yes you may	0
1909	Lebron Tapeline &lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;&lt;	0
1910	@USER I can't afford anything after the townhouse lol feel free to come sit in my jacuzzi when I move in and pretend it Mexico \ud83d\udc4d\ud83d\udc4d	0
1911	Ever get that feeling where your soo tired and soo awake at the same time?	0
1912	I hate waiting I'm so fucking impatient -.-	1
1913	Chillen....	0
1914	@USER @USER @USER @USER Music?	0
1915	I'm really kicking myself for not buying that Their/They're/There record today when I saw it. Fuckin' ay.	1
1916	Laying down \ud83d\ude0c finna head out later	0
1917	i wish i were a stranger; i could disengage.	0
1918	@USER @USER How many liberals will believe Hillary's explanation?  She was the one who worked with Russia on Uranium One plus other questionable activities that should be investigated.	0
1919	@USER @USER there's something for everyone at @USER !!!!	0
1920	@USER lucky what? Lol	0
1921	@USER hahaha	0
1922	We're in the third full week of school. DO NOT SIT IN THE SEAT I'VE BEEN SITTING IN SINCE DAY ONE. #KThanks.	0
1923	I can't complain about work right now it feels so nice out	0
1924	@USER just signed a new deal w/ #Bama today. Nice try though...	0
1925	Sexo alcohol drogas y dinero	0
1926	@USER YES\ud83d\ude0d\ud83d\ude0d\ud83d\ude0d	0
1927	@USER No one is open! You think he is sitting there waiting to get hit lol. The pick that was called back Kyle said the one of the receiver ran the wrong route again! A route that was need to pick Matt open! 🤦🏽‍♂️ 49ers need to get their head out of their asses	1
1928	If my moms truck had a system	0
1929	@USER @USER I thought Lisa O’Neill rode him? She is brilliant though	0
1930	53 hours and 35 minutes.	0
1931	Everybody else left school early to nap and I'm here waiting to jog in the rain \ud83d\ude33	0
1932	@USER geeking at your prof pic \ud83d\ude02	0
1933	@USER )':	0
1934	Jolene Jolene please don't take him even though you can\ud83c\udfb6 @USER #yourjam	0
1935	No not yoy	0
1936	@USER hahah thank you \ud83d\ude09\ud83d\udc81	0
1937	Chocolate beats all.	0
1938	@USER cause I hate planes too I feel ya girl...	1
1939	I love the friends episodes when Ross and Rachel are together\ud83d\ude0c	0
1940	@USER my everything is awkward it's ok\ud83d\ude18	0
1941	Actually listening to @USER live broadcast for the first time in months!! \ud83c\udfb6 Good thing my noon conference call got cancelled \ud83d\udc4f	0
1942	@USER The #metoo movement has turned out just the way black lives matter and Antifa turned out. Started out as a worthy cause and then ruined by a bunch of bandwagonists. More harm than good.	0
1943	Someone take me to hoggard vs Hanover after my game please \ud83d\ude0c	0
1944	Go home Chris Perez. Is it too late to add Kenny Powers to our roster? #Indians @USER	0
1945	I'm not feeling school tomorrow, I don't wanna see anyone. Sucks for me bc I'm going anyway ))):	0
1946	My dad is so hard on me about my grades and I have a 3.5 #FUCKphysics	1
1947	@USER He is truly dumb as shit.	1
1948	@USER When you are playing inside you don’t get beat inside. I agree not a major mistake.  I’m glad you found it because I was questioning my mind again.	0
1949	No , stop . I lost this week to . I'm not clutch Michael .	0
1950	@USER @USER my willy bum. Ima Twerk on ur faces tonight \ud83d\ude39	1
1951	Well I don't own any green so guess I'm laying in bed all day to avoid getting pinched \ud83d\udc4c	0
1952	That's the shit I love give me pussy money drugs	1
1953	I think I take some pretty ass pictures. \ud83d\udc81	1
1954	WHERE MY BITCHES @USER	1
1955	@USER I’m sooo happy you are a Gator!! 🐊💙🐊💙🐊	0
1956	Just convinced my mom to buy me @USER tickets! Yay! #UsAgainstThemTour \ud83d\ude0e\ud83d\ude1d\ud83d\ude0f	0
1957	#tobehonest I miss holding your hand.	0
1958	@USER \u0e16\u0e38\u0e49\u0e22	0
1959	@USER Antifa is a terrorist organization	1
1960	@USER jesi papak	0
1961	@USER Hope the tiny anti American fraction of the USA can support those nfl contracts.	0
1962	@USER ???	0
1963	I love Alyssa she's so pure	0
1964	@USER I love about me worksheets... \ud83d\ude33	0
1965	The roads are so bad bc no one was prepared for such a downfall	0
1966	This can't possibly be real life.	0
1967	Not doin this shit again	1
1968	@USER yep i was chatting to them about the clubs i wanted to join at uni and they said i should join antifa as it was something they did as kids	0
1969	Evil and Krabby are my new best friends yay	0
1970	If i could have anything, i put it on everything, that it would be you \ue106	0
1971	@USER the hookah ones look more like a trippy stick if you know what that is	0
1972	You call me 5 times then 2 times on a blocked number like I don't know it's you ..	0
1973	@USER @USER @USER @USER @USER @USER Sir it comes to something when you present a lie as a fact.... Have you no shame? This is the fact 65% of labour voters voted to Remain. Ref YouGov polls. Your position is based on a false premise......have a nice day	0
